,2000  1  1   1 19 28.30  41.950N   20.630E   5.0 4.8
2984,2006  6  8  14 38 35.30  38.630N   23.790E  18.0 4.1
2985,2006  6  8  21 14 11.90  35.370N   23.710E  13.0 3.7
2986,2006  6  9   8 16 39.80  38.600N   23.760E  24.0 3.8
2987,2006  6  9  11 11 47.90  40.160N   19.780E  16.0 3.8
2988,2006  6 10   4 24 21.30  37.970N   20.130E   8.0 3.8
2989,2006  6 10   5 30 44.00  35.330N   27.020E  35.0 3.8
2990,2006  6 10   6 32 44.30  35.040N   26.460E  17.0 3.9
2991,2006  6 10  11  8 26.60  35.160N   26.380E   6.0 4.3
2992,2006  6 10  11 18 33.80  35.080N   26.460E  15.0 4.3
2993,2006  6 11   1 57 17.50  35.370N   27.260E  27.0 3.7
2994,2006  6 11   2 45 19.00  39.100N   19.830E  26.0 3.8
2995,2006  6 11  12 23 21.00  37.590N   20.920E  17.0 3.7
2996,2006  6 12   2  1 49.20  35.630N   21.660E  23.0 4.2
2997,2006  6 12   8  7  5.60  38.160N   26.640E  31.0 3.9
2998,2006  6 13  14 15 38.30  40.270N   19.960E  10.0 4.8
2999,2006  6 13  21 36  6.30  40.460N   25.880E  29.0 3.7
3000,2006  6 15  11 18 29.60  34.410N   25.220E  41.0 4.1
3001,2006  6 15  11 30 49.90  34.930N   24.670E  19.0 3.9
3002,2006  6 15  12 27 27.90  37.610N   20.910E  19.0 3.7
3003,2006  6 15  23 36 45.80  40.950N   20.300E  32.0 4.5
3004,2006  6 17   2 20 23.50  38.710N   22.770E  19.0 4.0
3005,2006  6 18   1 19 45.70  34.600N   25.070E  40.0 3.8
3006,2006  6 19   5 57 34.80  37.870N   26.030E  27.0 3.7
3007,2006  6 19   6 16 29.50  34.720N   24.280E  19.0 3.7
3008,2006  6 21  14 59 27.10  40.150N   19.730E  17.0 4.2
3009,2006  6 21  15 54 43.10  38.920N   20.590E  13.0 4.2
3010,2006  6 22   3 25 33.00  34.890N   26.780E  13.0 3.8
3011,2006  6 23   2 24 24.60  37.760N   20.900E  19.0 3.7
3012,2006  6 24   2 49 26.40  38.360N   20.500E  14.0 4.3
3013,2006  6 24   2 56 45.70  38.350N   20.450E   9.0 3.7
3014,2006  6 26   0 51 44.00  35.150N   26.420E  22.0 4.3
3015,2006  6 27   7 39  2.50  37.070N   21.010E   6.0 3.8
3016,2006  6 27  19 57 56.70  37.230N   28.860E  14.0 3.9
3017,2006  6 28   0 58 51.70  39.910N   19.350E   2.0 3.7
3018,2006  6 29   1 49 24.50  37.610N   20.930E  10.0 3.7
3019,2006  6 30   2 36 47.50  37.780N   20.940E   8.0 3.8
3020,2006  6 30   6 35 48.40  40.910N   24.430E  10.0 3.8
3021,2006  7  1  14 36 48.20  38.730N   23.530E  30.0 4.0
3022,2006  7  2   6 55 30.60  36.100N   28.130E  20.0 4.1
3023,2006  7  3   5 59 37.20  39.200N   27.820E  27.0 3.9
3024,2006  7  4  16  9 25.20  35.330N   27.150E  31.0 3.8
3025,2006  7  8  20 44 51.60  37.740N   20.870E  18.0 3.8
3026,2006  7  8  22 40 19.60  38.330N   20.440E   7.0 3.7
3027,2006  7  9   3 12 53.70  36.520N   27.220E 119.0 4.3
3028,2006  7  9  14 47  3.50  35.210N   28.050E  26.0 3.7
3029,2006  7 10   8 22 38.50  37.700N   20.050E   5.0 4.0
3030,2006  7 12  13 35 12.40  38.350N   22.260E  17.0 3.7
3031,2006  7 12  14 40 56.00  38.810N   26.690E  29.0 4.2
3032,2006  7 12  14 43 45.00  38.710N   26.340E  18.0 3.7
3033,2006  7 13   0 15 30.00  38.810N   26.690E  28.0 4.0
3034,2006  7 13  15 13 42.50  35.900N   27.210E  19.0 4.7
3035,2006  7 13  22 46 51.80  38.800N   26.680E  27.0 3.9
3036,2006  7 14   9 57 14.50  37.270N   22.290E  43.0 3.9
3037,2006  7 14   9 57 14.60  37.270N   22.300E  42.0 3.9
3038,2006  7 16  11 56 21.60  41.520N   21.020E  18.0 3.8
3039,2006  7 17  16 33 31.00  34.320N   24.560E  60.0 4.3
3040,2006  7 17  16 51 54.40  41.680N   25.000E   5.0 3.7
3041,2006  7 20  15 57 38.90  37.700N   21.370E  14.0 3.8
3042,2006  7 24   2 59 17.00  39.450N   19.550E  38.0 4.1
3043,2006  7 25   3  4  1.00  38.740N   22.600E  23.0 3.7
3044,2006  7 26  14 33  0.00  38.980N   20.660E   7.0 3.8
3045,2006  7 26  22 12 35.50  36.410N   22.140E  37.0 3.7
3046,2006  7 28   9 56 39.90  37.650N   20.780E  13.0 3.7
3047,2006  7 30   0 42 57.20  35.380N   25.380E  24.0 4.0
3048,2006  7 30   4  4  9.90  37.410N   21.080E  19.0 4.0
3049,2006  7 31   7 35 18.60  36.900N   27.830E  26.0 3.8
3050,2006  7 31  15  4 36.10  40.310N   25.630E  10.0 3.7
3051,2006  7 31  16 50 44.30  40.390N   25.820E  29.0 3.8
3052,2006  8  1  21 40 37.90  40.770N   27.770E   7.0 3.7
3053,2006  8  2  15 47  2.90  40.330N   25.770E  11.0 3.7
3054,2006  8  2  19 43 22.30  34.830N   22.630E   5.0 3.8
3055,2006  8  3   7 23 52.40  37.860N   20.950E  17.0 4.0
3056,2006  8  5   8 24 59.80  36.030N   21.930E   5.0 3.7
3057,2006  8  6   7 49 43.20  40.210N   19.490E  14.0 5.1
3058,2006  8  6  11 40 44.40  40.100N   19.570E  19.0 3.9
3059,2006  8  6  14 33 55.60  39.060N   21.290E  10.0 3.8
3060,2006  8  7  14  0  5.20  40.140N   19.540E  18.0 4.1
3061,2006  8  8   4  9 53.70  40.250N   19.460E   4.0 3.8
3062,2006  8  8   7 25 48.00  34.780N   24.130E  19.0 3.8
3063,2006  8  8  19 20 34.20  37.710N   25.450E  36.0 3.7
3064,2006  8  8  21 20  8.30  40.100N   19.720E  20.0 5.0
3065,2006  8  8  21 42  9.30  39.230N   26.760E  29.0 3.9
3066,2006  8  9   2 10  1.20  40.110N   19.590E  19.0 4.6
3067,2006  8  9   9 18 19.50  37.000N   27.830E  27.0 3.8
3068,2006  8  9  12 12 25.10  40.170N   19.310E  14.0 3.9
3069,2006  8  9  12 23 35.70  40.160N   19.570E   4.0 3.7
3070,2006  8  9  22 36 48.20  40.110N   19.560E  22.0 4.4
3071,2006  8 11  23 27 23.10  38.310N   22.590E  21.0 3.8
3072,2006  8 12   4 24 34.90  37.850N   20.430E  13.0 3.7
3073,2006  8 13  10 35  9.10  34.280N   26.550E  21.0 4.7
3074,2006  8 14   2 16 12.00  35.440N   25.380E  19.0 4.1
3075,2006  8 16  18 56 38.60  38.460N   23.950E  26.0 4.1
3076,2006  8 16  19 17 55.80  34.680N   26.370E  40.0 4.2
3077,2006  8 16  19 28 46.90  37.470N   26.890E  21.0 3.7
3078,2006  8 16  22 36  7.10  40.050N   19.850E  14.0 3.7
3079,2006  8 17   4 17 50.90  35.950N   27.150E  22.0 3.8
3080,2006  8 17   4 27 30.10  40.570N   23.180E  24.0 3.9
3081,2006  8 17   5 26 18.50  38.290N   20.400E  12.0 3.7
3082,2006  8 17   7 35 16.40  39.910N   20.850E  19.0 3.7
3083,2006  8 18   3 43 10.00  35.280N   27.250E  22.0 3.8
3084,2006  8 18  10 12 33.90  40.120N   19.610E  19.0 4.4
3085,2006  8 18  10 16 10.90  40.230N   19.480E  10.0 3.9
3086,2006  8 18  10 23  4.50  40.130N   19.580E  14.0 3.8
3087,2006  8 19  13 33 30.50  34.260N   25.000E  24.0 3.9
3088,2006  8 21  14 27 15.90  39.360N   26.840E  32.0 3.8
3089,2006  8 22   9 23 21.20  35.240N   27.120E  31.0 4.6
3090,2006  8 22  12 15 50.90  37.680N   20.920E  18.0 4.0
3091,2006  8 24   4 30 56.70  36.490N   28.910E  16.0 3.9
3092,2006  8 27   3 24 46.90  38.660N   21.310E  18.0 3.8
3093,2006  8 27  17 27 18.90  38.710N   21.250E  13.0 3.7
3094,2006  8 28  22 48 59.80  38.060N   20.340E  18.0 4.3
3095,2006  8 29   2 43 16.30  38.670N   21.280E  20.0 3.8
3096,2006  8 29  19  8 23.30  35.250N   27.020E  26.0 3.7
3097,2006  8 31   1 34 42.00  35.990N   21.040E  34.0 4.0
3098,2006  8 31   9 41 20.50  38.370N   21.820E  17.0 3.7
3099,2006  8 31  11 30 27.70  37.700N   26.240E  71.0 3.7
3100,2006  9  1   6 14 54.60  40.870N   23.890E  20.0 3.9
3101,2006  9  1   8 14 38.90  39.950N   19.580E  29.0 3.8
3102,2006  9  1  11 56  2.10  35.990N   21.950E  11.0 3.9
3103,2006  9  1  21 50 41.90  39.990N   19.750E  21.0 4.4
3104,2006  9  2   9 10 51.40  39.960N   19.890E  13.0 4.3
3105,2006  9  2  23 27 17.40  40.110N   19.580E  21.0 4.3
3106,2006  9  3   1 33  9.70  36.680N   27.200E 124.0 4.0
3107,2006  9  3   8 13 14.10  40.130N   19.640E  12.0 3.8
3108,2006  9  3  20 58 32.80  35.780N   26.570E  16.0 4.0
3109,2006  9  6   1  3 45.80  39.810N   20.780E  21.0 3.9
3110,2006  9  6   9 47 35.10  38.540N   21.400E  17.0 3.8
3111,2006  9  7  21 56  6.80  35.540N   22.540E  84.0 3.8
3112,2006  9  8   0  3 34.80  35.540N   22.440E  58.0 3.8
3113,2006  9  8  17 40 55.60  36.280N   29.380E  37.0 4.0
3114,2006  9  8  18 38 59.10  41.430N   20.910E  22.0 4.1
3115,2006  9  8  21  2  0.80  37.210N   18.010E  10.0 3.9
3116,2006  9  8  22 39 10.40  36.370N   27.710E  77.0 4.3
3117,2006  9 10   4 40 50.50  38.100N   22.700E  21.0 4.0
3118,2006  9 16  12 52 39.50  37.230N   20.530E   5.0 3.7
3119,2006  9 16  14 26  3.40  38.470N   20.600E  12.0 3.9
3120,2006  9 16  20 46 52.30  37.680N   20.900E  11.0 3.9
3121,2006  9 18   6 32 29.60  35.510N   21.720E   5.0 4.3
3122,2006  9 18   8  3  8.40  38.090N   20.720E   5.0 3.7
3123,2006  9 18  16 57 27.30  37.610N   20.910E  19.0 4.1
3124,2006  9 19   6 19 17.50  37.010N   20.560E   9.0 3.9
3125,2006  9 19   6 22 28.30  37.120N   20.750E   5.0 3.7
3126,2006  9 20  19  2 33.70  35.130N   23.180E   7.0 4.2
3127,2006  9 25  18 25 51.80  35.130N   26.570E  15.0 3.7
3128,2006  9 27   2 20 39.70  37.360N   21.210E  23.0 3.8
3129,2006  9 27  13  2 53.00  35.110N   24.170E  17.0 3.9
3130,2006  9 29   0  1  2.70  35.360N   28.740E  33.0 3.7
3131,2006  9 29  12 47 18.50  40.130N   19.560E  21.0 3.7
3132,2006  9 30  15 18 38.50  35.520N   22.130E   5.0 3.9
3133,2006  9 30  22 46  8.60  36.980N   21.500E  23.0 4.2
3134,2006 10  1  11  7 11.80  35.240N   27.680E  24.0 3.8
3135,2006 10  1  16 28  5.90  39.410N   27.870E  18.0 3.8
3136,2006 10  1  16 57 17.80  39.410N   27.800E  20.0 3.8
3137,2006 10  2   1 21 51.70  34.110N   25.460E  34.0 3.8
3138,2006 10  2   4 16  6.70  35.070N   27.830E   5.0 4.0
3139,2006 10  2  16 57  8.30  34.390N   24.570E  33.0 3.9
3140,2006 10  3  14 33 59.60  41.260N   22.510E  38.0 3.7
3141,2006 10  3  15 58  9.80  39.530N   20.630E  13.0 4.3
3142,2006 10  3  20  2 14.40  40.140N   19.540E  19.0 3.7
3143,2006 10  5  13 51 28.70  38.260N   25.200E  49.0 3.7
3144,2006 10  7  22 15 41.70  39.500N   20.680E  10.0 3.8
3145,2006 10  9  21 49 16.00  35.340N   26.940E  25.0 4.2
3146,2006 10  9  23 44 30.70  38.970N   20.570E   5.0 3.7
3147,2006 10 10  16 44 24.20  38.890N   21.150E  22.0 3.7
3148,2006 10 11  12 30 15.60  34.240N   26.110E  24.0 3.9
3149,2006 10 12   9 53 29.50  36.560N   21.340E  42.0 3.8
3150,2006 10 12  13 31  2.80  34.540N   26.470E  22.0 4.1
3151,2006 10 12  18 12 44.20  40.280N   26.920E   7.0 3.7
3152,2006 10 13  23 50 40.20  38.570N   21.390E   5.0 3.7
3153,2006 10 20  18 15 23.90  40.160N   27.940E  14.0 4.9
3154,2006 10 20  18 34 37.20  38.120N   20.390E  14.0 3.7
3155,2006 10 21   7 30 38.10  40.260N   27.860E  30.0 3.7
3156,2006 10 21  19 40 32.80  41.470N   20.040E   5.0 3.7
3157,2006 10 23  14 16 21.90  38.930N   27.920E  19.0 3.9
3158,2006 10 24   3 39 37.30  35.260N   27.120E  24.0 4.6
3159,2006 10 24  14 46 14.60  37.540N   20.680E   2.0 4.1
3160,2006 10 25   0 57  2.30  40.360N   28.510E  47.0 3.9
3161,2006 10 25   6 49 48.20  35.850N   21.520E   4.0 4.0
3162,2006 10 25  11 50 35.00  38.110N   20.220E  13.0 3.9
3163,2006 10 26   2  2 24.20  36.940N   20.540E   5.0 3.7
3164,2006 10 26   2 51 56.50  36.990N   20.550E   5.0 3.7
3165,2006 10 26  10 59 14.00  37.380N   21.020E  27.0 3.7
3166,2006 10 26  13 42 21.00  37.030N   20.590E   4.0 3.7
3167,2006 10 26  13 58 59.50  37.050N   20.720E  10.0 3.7
3168,2006 10 26  17 36 22.80  35.110N   27.220E  36.0 3.8
3169,2006 10 30   6 43  8.80  37.310N   20.410E   5.0 3.9
3170,2006 10 30  17 34 39.10  37.370N   26.790E  22.0 3.8
3171,2006 11  2   5  7 48.80  37.870N   20.080E  21.0 3.7
3172,2006 11  2  21 38 24.40  35.500N   22.430E  70.0 3.8
3173,2006 11  3  19 31 25.10  34.160N   24.890E  38.0 3.8
3174,2006 11  5  21 29  1.80  39.000N   23.400E  25.0 3.8
3175,2006 11  7   4 43  4.00  34.650N   26.560E  24.0 4.3
3176,2006 11  7  12 37 20.10  34.860N   26.880E   5.0 3.7
3177,2006 11  7  15  9  6.60  34.710N   24.030E   8.0 3.8
3178,2006 11  8  11 30 59.40  36.170N   23.380E  61.0 3.7
3179,2006 11  9  13 40  6.70  37.400N   20.870E   5.0 3.9
3180,2006 11  9  13 54 59.20  37.280N   20.540E   5.0 3.7
3181,2006 11  9  21 48 27.10  37.610N   20.380E  14.0 3.7
3182,2006 11  9  21 51  4.70  37.730N   20.590E  16.0 3.7
3183,2006 11 10   1 49 44.10  37.680N   20.420E  13.0 4.0
3184,2006 11 12  23 26  1.90  37.170N   20.330E  32.0 3.8
3185,2006 11 15   5 32 33.90  35.430N   28.950E  33.0 3.9
3186,2006 11 16  12 30 50.30  35.440N   23.420E   5.0 3.7
3187,2006 11 16  18 50  2.50  36.970N   23.110E  25.0 3.7
3188,2006 11 17   1 44  4.00  34.250N   26.120E  27.0 3.7
3189,2006 11 18   6  4 58.00  40.020N   25.470E  24.0 3.9
3190,2006 11 18  12 13 30.50  34.920N   25.570E  20.0 3.9
3191,2006 11 19   5 34 49.60  35.730N   27.150E  26.0 3.7
3192,2006 11 21  12 14 13.00  38.130N   26.650E  19.0 3.7
3193,2006 11 22  16 12 46.50  34.790N   24.720E  58.0 3.8
3194,2006 11 22  18 43 24.00  41.830N   22.240E  28.0 3.7
3195,2006 11 23  13 21 41.30  40.080N   20.580E  33.0 4.5
3196,2006 11 24  17 16 58.40  37.160N   21.580E  12.0 4.1
3197,2006 11 25  11 45  4.30  39.130N   22.560E  19.0 3.9
3198,2006 11 25  21 31  9.60  34.490N   26.760E   6.0 3.8
3199,2006 11 26  17 58  5.50  35.450N   23.300E  11.0 4.1
3200,2006 11 28  22  5 18.50  35.980N   28.060E  48.0 3.7
3201,2006 11 29   6 23  9.30  39.000N   27.790E  41.0 3.7
3202,2006 11 29   6 52 22.50  37.840N   20.950E  20.0 3.7
3203,2006 11 30   2 25 53.80  34.170N   26.540E  25.0 3.7
3204,2006 12  1  22 49 35.60  35.720N   22.520E 114.0 3.7
3205,2006 12  2  10 26 54.60  34.880N   26.940E  87.0 4.5
3206,2006 12  7  13 27 26.60  34.600N   26.190E  37.0 3.7
3207,2006 12  7  20  7  1.60  39.370N   20.680E   4.0 3.9
3208,2006 12  9   3 25 54.00  38.880N   27.950E  21.0 3.9
3209,2006 12 10   1 34 57.80  34.790N   26.340E  41.0 3.9
3210,2006 12 12   3 40 55.00  35.540N   22.810E  17.0 3.7
3211,2006 12 12   5 50 43.70  38.620N   23.310E  20.0 4.1
3212,2006 12 13   8 50 38.10  41.630N   20.250E   7.0 4.0
3213,2006 12 13  10  6 39.60  41.390N   20.400E  28.0 3.8
3214,2006 12 14  11 31  9.20  41.070N   20.840E  20.0 3.8
3215,2006 12 15  10 23 32.10  36.090N   22.250E  45.0 3.7
3216,2006 12 16  15 23 33.20  34.920N   23.450E   5.0 3.7
3217,2006 12 17   3  2 53.30  37.900N   27.170E  19.0 3.7
3218,2006 12 17  20  0 20.60  34.840N   24.210E  34.0 4.0
3219,2006 12 18  11  8 45.50  40.340N   19.600E  13.0 3.8
3220,2006 12 19  19 15 31.70  40.490N   28.550E   5.0 4.0
3221,2006 12 20  19 27 32.50  34.600N   23.790E  11.0 3.8
3222,2006 12 21  17  3  7.50  39.300N   23.600E  11.0 3.8
3223,2006 12 21  18 30 52.90  39.320N   23.600E  23.0 4.8
3224,2006 12 21  18 32 55.50  39.330N   23.600E  18.0 4.1
3225,2006 12 22  17 28 14.30  37.580N   20.370E   5.0 3.9
3226,2006 12 23   1 18 29.90  38.400N   26.470E   5.0 3.7
3227,2006 12 24   0 51 29.80  34.170N   26.690E   3.0 3.9
3228,2006 12 24   7 12 11.40  36.290N   22.200E  24.0 3.8
3229,2006 12 24  10 26 29.30  35.120N   26.900E  18.0 4.6
3230,2006 12 24  10 35 34.30  34.790N   26.330E  10.0 3.7
3231,2006 12 24  11 58 17.30  37.870N   20.150E  10.0 3.8
3232,2006 12 25  13 57  6.00  40.280N   25.590E  27.0 3.7
3233,2006 12 25  14  8 59.40  34.830N   22.660E  39.0 4.4
3234,2006 12 25  14 15 50.10  34.990N   23.040E  39.0 4.0
3235,2006 12 25  14 18 50.70  35.090N   23.060E  27.0 4.0
3236,2006 12 25  14 22 30.30  35.010N   22.950E  18.0 3.9
3237,2006 12 25  14 57  0.50  35.040N   22.840E  14.0 4.1
3238,2006 12 25  18 13 44.50  35.090N   23.290E  10.0 3.7
3239,2006 12 26   7 49 38.90  39.750N   20.450E  14.0 4.1
3240,2006 12 28   4 57 38.40  40.380N   25.940E   5.0 3.7
3241,2006 12 28   6 33  8.10  37.020N   20.670E   5.0 3.7
3242,2006 12 29  15  3  5.30  38.050N   20.460E  13.0 3.9
3243,2006 12 31  18  6 27.50  35.140N   22.760E  12.0 3.7
3244,2007  1  1  14 55 36.00  38.600N   21.450E  21.0 3.8
3245,2007  1  3  18 18 34.50  36.540N   21.740E  26.0 3.8
3246,2007  1  7  14 47  3.90  38.360N   22.030E  13.0 3.8
3247,2007  1  8   3 35 46.00  39.450N   25.800E  31.0 3.9
3248,2007  1  8   5  7 25.60  39.570N   26.100E  31.0 3.8
3249,2007  1  9   3 18 18.20  39.480N   25.790E  27.0 3.7
3250,2007  1  9  12 49 41.70  37.640N   20.270E   3.0 3.9
3251,2007  1  9  22 37  1.60  38.610N   23.760E  22.0 3.9
3252,2007  1 10   1 54 53.70  38.610N   23.780E  21.0 4.1
3253,2007  1 11   5 50 39.50  35.020N   22.480E  38.0 3.8
3254,2007  1 11  16  6 56.40  39.950N   24.030E  27.0 3.7
3255,2007  1 13   2 10 10.40  37.690N   20.890E  16.0 3.8
3256,2007  1 14   9  9 23.00  35.300N   23.380E   3.0 3.8
3257,2007  1 14  16 35 48.40  40.680N   27.300E  15.0 3.9
3258,2007  1 14  16 43  1.60  35.060N   23.200E  85.0 4.1
3259,2007  1 15  20 20 31.10  34.840N   25.430E  34.0 4.1
3260,2007  1 17   1 52 18.80  36.200N   21.580E  34.0 3.7
3261,2007  1 17   3 22 53.90  35.340N   23.530E  12.0 3.7
3262,2007  1 18  22 25 23.00  34.840N   22.670E  39.0 4.7
3263,2007  1 19   8 42 22.80  34.720N   22.570E  38.0 4.4
3264,2007  1 20  14 50 47.00  36.610N   25.390E 147.0 3.7
3265,2007  1 23   3 11 56.30  39.440N   20.670E   5.0 4.0
3266,2007  1 23   4 13 24.50  39.440N   20.690E  12.0 4.0
3267,2007  1 23  21 21 59.00  38.140N   28.600E  17.0 4.6
3268,2007  1 24   4 29 24.70  38.680N   25.310E  26.0 4.1
3269,2007  1 25  12 26 51.10  38.080N   28.510E  20.0 3.7
3270,2007  1 25  21  9 45.70  35.090N   23.250E  22.0 4.3
3271,2007  1 26  10 44 55.30  39.780N   24.110E  38.0 4.2
3272,2007  1 28  18  7 16.90  40.230N   26.230E  24.0 3.7
3273,2007  1 29   7  4 19.40  40.080N   19.780E  21.0 3.8
3274,2007  1 31  23 13 46.50  36.940N   27.710E  26.0 4.2
3275,2007  2  1  16 45 35.30  34.690N   22.460E  21.0 3.9
3276,2007  2  2  12  6 28.00  39.500N   20.670E   5.0 4.4
3277,2007  2  2  13  9  6.90  39.510N   20.670E   5.0 4.3
3278,2007  2  3  13 43 22.30  35.800N   22.580E  99.0 5.0
3279,2007  2  3  14 56 34.70  35.720N   22.490E  86.0 3.8
3280,2007  2  4  16 20 49.90  38.310N   20.370E   6.0 3.9
3281,2007  2  5   1 59 44.50  38.700N   25.350E  37.0 4.0
3282,2007  2  5  11 44  0.20  40.870N   27.600E  46.0 3.7
3283,2007  2  6   1 58 16.40  36.050N   29.520E  24.0 4.9
3284,2007  2  6   8 34  6.30  37.910N   20.250E   8.0 4.2
3285,2007  2  7   4 28 19.10  34.460N   25.310E  30.0 3.8
3286,2007  2  7  23 13 27.70  40.110N   19.640E  26.0 4.3
3287,2007  2  8   7 21 20.00  35.520N   26.570E  22.0 4.2
3288,2007  2 10   5 43 13.50  35.600N   23.470E  55.0 3.8
3289,2007  2 10   9 12 56.40  35.320N   21.470E 118.0 4.7
3290,2007  2 11  20 15 53.50  36.810N   26.830E  25.0 3.8
3291,2007  2 12  20 35 17.10  36.620N   21.450E  39.0 4.0
3292,2007  2 15   2 16 18.20  35.160N   23.180E  80.0 3.9
3293,2007  2 15   3 15 52.50  35.950N   28.020E  83.0 4.4
3294,2007  2 18  17 23 33.20  36.520N   25.440E  20.0 3.7
3295,2007  2 19  23 17 17.10  35.820N   27.300E  26.0 4.1
3296,2007  2 21   1 41  0.30  40.540N   22.360E  15.0 3.8
3297,2007  2 21   2  4 38.70  40.490N   22.390E  11.0 3.9
3298,2007  2 24   6  5 57.10  35.340N   26.720E  27.0 3.7
3299,2007  2 24  14 46 58.80  40.560N   22.350E  14.0 3.8
3300,2007  2 25   1 48 45.00  34.840N   27.150E  44.0 4.0
3301,2007  2 28   0 25 15.60  39.950N   23.890E  28.0 3.9
3302,2007  2 28   4 20 54.80  39.950N   23.870E  28.0 3.8
3303,2007  2 28  17 23 13.50  35.660N   26.520E  38.0 3.8
3304,2007  3  3  14 56 24.70  40.230N   19.360E  11.0 4.3
3305,2007  3  4  16 14 32.50  40.000N   25.300E  28.0 4.0
3306,2007  3  5   9 39 37.60  39.790N   24.060E  76.0 3.8
3307,2007  3  5  22 30 19.00  35.960N   24.090E  33.0 3.8
3308,2007  3  6   3 34 41.80  37.150N   28.590E  18.0 4.4
3309,2007  3  8   0 48 41.60  37.250N   20.580E  26.0 3.8
3310,2007  3  8   3 52 21.90  35.970N   21.890E  18.0 4.0
3311,2007  3  8  19 50 48.30  35.430N   23.130E   5.0 3.8
3312,2007  3  9   3 45 22.40  38.690N   20.000E  27.0 3.7
3313,2007  3  9  13 43 58.00  40.550N   26.360E  40.0 3.7
3314,2007  3 10   7 58 35.20  36.190N   23.350E  55.0 3.9
3315,2007  3 11  21 21 59.00  34.860N   23.810E   8.0 3.7
3316,2007  3 11  22 14 27.10  41.660N   20.500E  11.0 3.9
3317,2007  3 13   4 47 19.10  39.530N   26.400E  26.0 3.8
3318,2007  3 13   6 32 55.80  36.490N   21.920E  23.0 3.7
3319,2007  3 14   1 45 26.50  34.530N   25.650E  43.0 3.9
3320,2007  3 15  12 41 42.70  39.480N   24.280E  40.0 3.8
3321,2007  3 20  16 54 42.20  38.740N   22.800E  17.0 4.6
3322,2007  3 20  18 59 19.50  38.930N   24.180E  28.0 4.0
3323,2007  3 24  12 10 30.90  38.920N   26.170E  25.0 3.8
3324,2007  3 24  13  3 55.60  38.200N   20.300E  20.0 4.0
3325,2007  3 25  13 57 58.20  38.340N   20.420E  15.0 5.5
3326,2007  3 25  14 15 59.30  38.340N   20.490E  12.0 3.9
3327,2007  3 25  14 31 20.10  38.390N   20.460E  13.0 4.0
3328,2007  3 25  14 54 19.80  38.340N   20.380E   8.0 4.2
3329,2007  3 25  15 16 35.00  38.340N   20.480E   4.0 4.1
3330,2007  3 25  17 27 21.50  38.340N   20.240E   4.0 4.2
3331,2007  3 25  17 30 56.40  38.340N   20.490E   9.0 4.2
3332,2007  3 25  18 56 14.90  38.350N   20.510E  10.0 3.8
3333,2007  3 25  18 57 19.30  38.220N   20.300E   8.0 4.6
3334,2007  3 25  21 58 45.00  38.300N   20.320E  12.0 3.9
3335,2007  3 25  22  1 20.40  38.350N   20.440E  15.0 4.2
3336,2007  3 25  23 46  4.10  38.310N   20.510E   5.0 3.9
3337,2007  3 26   0 10 39.50  38.360N   20.500E   5.0 3.9
3338,2007  3 26   1 10 59.50  35.650N   26.650E  28.0 4.2
3339,2007  3 26   2 19 34.10  38.250N   20.370E  12.0 4.6
3340,2007  3 26   4 13 42.80  38.310N   20.410E   8.0 3.8
3341,2007  3 26   6 57 35.20  38.320N   20.380E   6.0 3.8
3342,2007  3 26  16 27 25.10  38.350N   20.470E   5.0 3.7
3343,2007  3 26  18 21 32.80  38.290N   20.400E   9.0 3.7
3344,2007  3 27   0 34 20.40  38.210N   20.330E   7.0 3.8
3345,2007  3 27   1 34 33.90  38.220N   20.290E   5.0 3.7
3346,2007  3 27   5 13 27.80  38.320N   20.490E   5.0 3.7
3347,2007  3 27   8 30 11.80  38.210N   20.280E   5.0 3.7
3348,2007  3 28  11 56  2.90  35.410N   22.580E   9.0 3.8
3349,2007  3 28  18  5 32.70  38.360N   20.450E  12.0 4.1
3350,2007  3 29   4 38 50.50  39.290N   19.610E   7.0 3.7
3351,2007  3 29  18 19  6.00  35.250N   21.290E  18.0 4.2
3352,2007  3 29  22 59 59.00  38.360N   20.410E  15.0 4.0
3353,2007  3 30  16 57 39.10  38.330N   20.490E  16.0 3.8
3354,2007  3 31   4 33  0.70  38.350N   20.500E  13.0 3.8
3355,2007  3 31  20 56 35.70  35.960N   22.210E  10.0 3.7
3356,2007  4  1   4 51 42.00  38.170N   20.190E   8.0 3.7
3357,2007  4  3   0 49 17.30  38.290N   20.340E  14.0 4.1
3358,2007  4  3   7 53  9.00  38.260N   20.300E  11.0 4.2
3359,2007  4  3   8 40 56.50  38.280N   20.370E   9.0 3.9
3360,2007  4  3  15 29 44.80  38.240N   20.250E   5.0 3.7
3361,2007  4  3  17  3 28.50  34.750N   23.140E  29.0 3.8
3362,2007  4  3  18 57 38.80  41.770N   20.440E  10.0 4.1
3363,2007  4  4   1 16 31.00  38.270N   20.340E  15.0 4.0
3364,2007  4  4   1 56 21.50  38.320N   20.450E  13.0 3.9
3365,2007  4  4   2 55 15.20  41.750N   20.610E   7.0 3.9
3366,2007  4  4  21 52 45.20  38.330N   20.270E  11.0 3.7
3367,2007  4  5   2  9 51.80  38.340N   20.410E  16.0 3.7
3368,2007  4  6   0 13 54.00  38.250N   20.310E  13.0 3.7
3369,2007  4  6   0 23 42.20  38.340N   20.430E  16.0 3.7
3370,2007  4  6  11 40  7.90  38.330N   20.310E  12.0 3.9
